,Sentence #,Word,Tag
268,19,a,O
269,19,sensual,O
270,19,as,O
271,19,they,O
272,19,come,O
273,19,and,O
274,19,the,O
275,19,price,O
276,19,cant,O
277,19,be,O
278,19,beat,O
279,20,you,O
280,20,cant,O
281,20,go,O
282,20,wrong,O
283,20,here,O
284,21,every,O
285,21,time,O
286,21,in,O
287,21,new,O
288,21,york,O
289,21,i,O
290,21,make,O
291,21,it,O
292,21,a,B
293,21,point,O
294,21,to,O
295,21,visit,O
296,21,restaurant,B
297,21,saul,I
298,21,on,O
299,21,smith,O
300,21,street,O
301,22,everything,O
302,22,is,O
303,22,always,O
304,22,cooked,O
305,22,to,O
306,22,perfection,O
307,22,the,O
308,22,service,O
309,22,is,O
310,22,excellent,O
311,22,the,O
312,22,decor,O
313,22,cool,O
314,22,and,O
315,22,understated,O
316,23,i,B
317,23,had,O
318,23,the,O
319,23,duck,B
320,23,breast,I
321,23,special,I
322,23,on,O
323,23,my,O
324,23,last,O
325,23,visit,O
326,23,and,O
327,23,it,O
328,23,was,O
329,23,incredible,O
330,24,cant,O
331,24,wait,O
332,24,wait,O
333,24,for,O
334,24,my,O
335,24,next,O
336,24,visit,O
337,25,i,O
338,25,had,O
339,25,my,O
340,25,eyes,O
341,25,on,O
342,25,this,O
343,25,place,O
344,25,promising,O
345,25,myself,O
346,25,i,O
347,25,will,O
348,25,one,O
349,25,day,O
350,25,give,O
351,25,it,O
352,25,a,O
353,25,try,O
354,26,and,O
355,26,i,O
356,26,hate,O
357,26,to,O
358,26,say,O
359,26,this,O
360,26,but,O
361,26,i,O
362,26,doubt,O
363,26,ill,O
364,26,ever,O
365,26,go,O
366,26,back,O
367,27,the,O
368,27,food,I
369,27,is,O
370,27,very,O
371,27,average,O
372,27,the,O
373,27,thai,B
374,27,fusion,I
375,27,stuff,I
376,27,is,O
377,27,a,B
378,27,bit,O
379,27,too,O
380,27,sweet,O
381,27,every,O
382,27,thing,O
383,27,they,O
384,27,serve,O
385,27,is,O
386,27,too,O
387,27,sweet,O
388,27,here,O
389,28,the,O
390,28,only,O
391,28,thing,O
392,28,i,B
393,28,moderately,O
394,28,enjoyed,O
395,28,was,O
396,28,their,O
397,28,grilled,B
398,28,chicken,I
399,28,special,I
400,28,with,I
401,28,edamame,I
402,28,puree,I
403,29,i,O
404,29,had,O
405,29,never,O
406,29,had,O
407,29,edamame,B
408,29,pureed,I
409,29,before,O
410,29,but,O
411,29,i,O
412,29,thought,O
413,29,it,O
414,29,was,O
415,29,innovative,O
416,29,and,O
417,29,tasty,O
418,29,couldve,O
419,29,used,O
420,29,a,B
421,29,bit,O
422,29,more,O
423,29,salt,O
424,30,anyways,O
425,30,if,O
426,30,youre,O
427,30,in,O
428,30,the,O
429,30,neighborhood,O
430,30,to,O
431,30,eat,O
432,30,good,O
433,30,food,O
434,30,i,O
435,30,wouldnt,O
436,30,waste,O
437,30,my,O
438,30,time,O
439,30,trying,O
440,30,to,O
441,30,find,O
442,30,something,O
443,30,rather,O
444,30,go,O
445,30,across,O
446,30,the,O
447,30,street,O
448,30,to,O
449,30,tamari,O
450,31,the,O
451,31,decor,I
452,31,is,O
453,31,night,O
454,31,tho,O
455,31,but,O
456,31,they,O
457,31,really,O
458,31,need,O
459,31,to,O
460,31,clean,O
461,31,that,O
462,31,vent,B
463,31,in,O
464,31,the,O
465,31,ceiling,O
466,31,its,O
467,31,quite,O
468,31,unappetizing,O
469,31,and,O
470,31,kills,O
471,31,your,O
472,31,effort,O
473,31,to,O
474,31,make,O
475,31,this,O
476,31,place,B
477,31,look,O
478,31,sleek,O
479,31,and,O
480,31,modern,O
481,32,we,O
482,32,ate,O
483,32,outside,O
484,32,at,O
485,32,harus,O
486,32,sake,O
487,32,bar,O
488,32,because,O
489,32,harus,O
490,32,restaurant,O
491,32,next,O
492,32,door,O
493,32,was,O
494,32,overflowing,O
495,33,whats,O
496,33,the,O
497,33,difference,O
498,33,between,O
499,33,the,O
500,33,two,O
501,34,their,O
502,34,sake,I
503,34,list,I
504,34,was,O
505,34,extensive,O
506,34,but,O
507,34,we,O
508,34,were,O
509,34,looking,O
510,34,for,O
511,34,purple,O
512,34,haze,O
513,34,which,O
514,34,wasnt,O
515,34,listed,O
516,34,but,O
517,34,made,O
518,34,for,O
519,34,us,O
520,34,upon,O
521,34,request,O
522,35,the,O
523,35,spicy,I
524,35,tuna,I
525,35,roll,I
526,35,was,O
527,35,unusually,O
528,35,good,O
529,35,and,O
530,35,the,O
531,35,rock,B
532,35,shrimp,I
533,35,tempura,I
534,35,was,O
535,35,awesome,O
536,35,great,O
537,35,appetizer,O
538,35,to,O
539,35,share,O
540,36,we,O
541,36,went,O
542,36,around,O
543,36,930,O
544,36,on,O
545,36,a,O
546,36,friday,O
547,36,and,O
548,36,it,O
549,36,had,O
550,36,died,O
551,36,down,O
552,36,a,O
553,36,bit,O
554,36,by,O
555,36,then,O
556,36,so,O
557,36,the,O
558,36,service,B
559,36,was,O
560,36,great,O
561,37,we,O
562,37,love,O
563,37,th,O
564,37,pink,B
565,37,pony,I
566,38,the,O
567,38,perfect,O
568,38,spot,B
569,39,foodawesome,O
570,40,service,B
571,40,friendly,O
572,40,and,O
573,40,attentive,O
574,41,ambiance,B
575,41,relaxed,O
576,41,and,O
577,41,stylish,O
578,42,dont,O
579,42,judge,O
580,42,this,O
581,42,place,B
582,42,prima,O
583,42,facie,O
584,42,you,O
585,42,have,O
586,42,to,O
587,42,try,O
588,42,it,O
589,42,to,O
590,42,believe,O
591,42,it,O
592,42,a,B
593,42,home,O
594,42,away,O
595,42,from,O
596,42,home,O
597,42,for,O
598,42,the,O
599,42,literate,O
600,42,heart,O
601,43,i,O
602,43,have,O
603,43,eaten,O
604,43,here,O
605,43,a,O
606,43,handful,O
607,43,of,O
608,43,times,O
609,43,for,O
610,43,no,O
611,43,reason,O
612,43,besides,O
613,43,sheer,O
614,43,convenience,O
615,44,i,O
616,44,hang,O
617,44,out,O
618,44,and,O
619,44,live,O
620,44,in,O
621,44,the,O
622,44,neighborhood,O
623,45,the,O
624,45,food,I
625,45,is,O
626,45,decent,O
627,46,however,O
628,46,its,O
629,46,the,O
630,46,service,B
631,46,that,O
632,46,leaves,O
633,46,a,O
634,46,bad,O
635,46,taste,O
636,46,in,O
637,46,my,O
638,46,mouth,O
639,47,i,B
640,47,happen,O
641,47,to,O
642,47,have,O
643,47,a,B
644,47,policy,O
645,47,that,O
646,47,goes,O
647,47,along,O
648,47,with,O
649,47,a,O
650,47,little,O
651,47,bit,O
652,47,of,O
653,47,selfrespect,O
654,47,which,O
655,47,includes,O
656,47,not,O
657,47,letting,O
658,47,a,O
659,47,waiter,B
660,47,intimidate,O
661,47,me,O
662,47,i,O
663,47,e,B
664,47,make,O
665,47,me,O
666,47,feel,O
667,47,bad,O
668,47,asking,O
669,47,for,O
670,47,trivialities,O
671,47,like,O
672,47,water,O
673,47,or,O
674,47,the,O
675,47,check,O
676,48,i,O
677,48,know,O
678,48,you,O
679,48,were,O
680,48,too,O
681,48,busy,O
682,48,showing,O
683,48,off,O
684,48,your,O
685,48,vintage,O
686,48,tee,O
687,48,shirt,O
688,48,and,O
689,48,looking,O
690,48,bored,O
691,48,but,O
692,48,my,O
693,48,agenda,O
694,48,is,O
695,48,im,O
696,48,here,O
697,48,to,O
698,48,eat,O
699,48,and,O
700,48,enjoy,O
701,48,the,O
702,48,company,O
703,48,of,O
704,48,friends,O
705,48,seeking,O
706,48,a,O
707,48,pleasant,O
708,48,experience,O
709,49,well,O
710,49,i,O
711,49,didnt,O
712,49,find,O
713,49,it,O
714,49,there,O
715,49,and,O
716,49,trust,O
717,49,i,O
718,49,have,O
719,49,told,O
720,49,everyone,O
721,49,i,O
722,49,can,O
723,49,think,O
724,49,of,O
725,49,about,O
726,49,my,O
727,49,experience,O
728,50,the,O
729,50,last,O
730,50,time,O
731,50,i,O
732,50,walked,O
733,50,by,O
734,50,it,O
735,50,looked,O
736,50,pretty,O
737,50,empty,O
738,50,hmmm,O
739,51,this,O
740,51,place,I
741,51,has,O
742,51,got,O
743,51,to,O
744,51,be,O
745,51,the,O
746,51,best,O
747,51,japanese,O
748,51,restaurant,O
749,51,in,O
750,51,the,O
751,51,new,O
752,51,york,O
753,51,area,O
754,52,i,O
755,52,had,O
756,52,a,O
757,52,great,O
758,52,experience,O
759,53,food,B
760,53,is,O
761,53,great,O
762,54,service,B
763,54,is,O
764,54,top,O
765,54,notch,O
766,55,i,O
767,55,have,O
768,55,been,O
769,55,going,O
770,55,back,O
771,55,again,O
772,55,and,O
773,55,again,O
774,56,i,B
775,56,tend,O
776,56,to,O
777,56,judge,O
778,56,a,B
779,56,sushi,O
780,56,restaurant,O
781,56,by,O
782,56,its,O
783,56,sea,B
784,56,urchin,I
785,56,which,O
786,56,was,O
787,56,heavenly,O
788,56,at,O
789,56,sushi,O
790,56,rose,O
791,57,it,O
792,57,melted,O
793,57,in,O
794,57,my,O
795,57,little,O
796,57,mouth,O
797,57,and,O
798,57,the,O
799,57,perfect,O
800,57,consistencynot,O
801,57,too,O
802,57,fishy,O
803,57,creamy,O
804,57,and,O
805,57,slightly,O
806,57,buttery,O
807,58,the,O
808,58,sushi,I
809,58,seemed,O
810,58,pretty,O
811,58,fresh,O
812,58,and,O
813,58,was,O
814,58,adequately,O
815,58,proportioned,O
816,59,the,O
817,59,rice,B
818,59,to,B
819,59,fish,I
820,59,ration,I
821,59,was,O
822,59,also,O
823,59,goodthey,O
824,59,didnt,O
825,59,try,O
826,59,to,O
827,59,overpack,O
828,59,the,O
829,59,rice,O
830,60,we,O
831,60,took,O
832,60,advanatage,O
833,60,of,O
834,60,the,O
835,60,half,B
836,60,price,I
837,60,sushi,I
838,60,deal,I
839,60,on,O
840,60,saturday,O
841,60,so,O
842,60,it,O
843,60,was,O
844,60,well,O
845,60,worth,O
846,60,it,O
847,61,i,O
848,61,went,O
849,61,to,O
850,61,this,O
851,61,restaurant,O
852,61,with,O
853,61,a,O
854,61,woman,O
855,61,that,O
856,61,i,O
857,61,met,O
858,61,recently,O
859,62,she,O
860,62,lives,O
861,62,nearby,O
862,62,but,O
863,62,had,O
864,62,never,O
865,62,gone,O
866,62,to,O
867,62,this,O
868,62,establishment,O
869,62,thinking,O
870,62,that,O
871,62,it,O
872,62,might,O
873,62,be,O
874,62,too,O
875,62,touristy,O
876,63,surprisingly,O
877,63,nothing,O
878,63,could,O
879,63,be,O
880,63,further,O
881,63,from,O
882,63,the,O
883,63,truth,O
884,64,in,O
885,64,the,O
886,64,evening,O
887,64,this,O
888,64,place,O
889,64,attracted,O
890,64,a,O
891,64,well,O
892,64,dressed,O
893,64,with,O
894,64,it,O
895,64,ny,O
896,64,crowd,B
897,65,the,O
898,65,food,I
899,65,was,O
900,65,well,O
901,65,prepared,O
902,65,and,O
903,65,the,O
904,65,service,B
905,65,impecable,O
906,66,im,O
907,66,going,O
908,66,back,O
909,67,having,O
910,67,hunted,O
911,67,around,O
912,67,for,O
913,67,a,O
914,67,quiet,O
915,67,romantic,O
916,67,yet,O
917,67,not,O
918,67,hideously,O
919,67,expensive,O
920,67,restaurant,O
921,67,i,O
922,67,stumbled,O
923,67,across,O
924,67,reviews,O
925,67,for,O
926,67,la,O
927,67,lanterna,O
928,67,and,O
929,67,gave,O
930,67,it,O
931,67,a,O
932,67,shot,O
933,68,quite,O
934,68,simply,O
935,68,its,O
936,68,like,O
937,68,stepping,O
938,68,out,O
939,68,of,O
940,68,manhattan,O
941,68,and,O
942,68,into,O
943,68,a,O
944,68,haven,O
945,68,of,O
946,68,tranquility,O
947,69,the,O
948,69,service,O
949,69,was,O
950,69,attentive,O
951,69,yet,O
952,69,unimposing,O
953,69,the,O
954,69,food,O
955,69,was,O
956,69,far,O
957,69,better,O
958,69,than,O
959,69,many,O
960,69,notorious,O
961,69,restaurants,O
962,69,in,O
963,69,midtown,O
964,69,and,O
965,69,the,O
966,69,wine,O
967,69,list,O
968,69,is,O
969,69,extensive,O
970,69,and,O
971,69,well,O
972,69,priced,O
973,70,the,O
974,70,prix,I
975,70,fixe,I
976,70,menu,I
977,70,is,O
978,70,worth,O
979,70,every,O
980,70,penny,O
981,70,and,O
982,70,you,O
983,70,get,O
984,70,more,O
985,70,than,O
986,70,enough,O
987,70,both,O
988,70,in,O
989,70,quantity,O
990,70,and,O
991,70,quality,O
992,71,i,O
993,71,will,O
994,71,be,O
995,71,going,O
996,71,back,O
997,71,and,O
998,71,heartily,O
999,71,recommend,O
1000,71,it,O
1001,72,ive,O
1002,72,had,O
1003,72,the,O
1004,72,lunch,O
1005,72,buffet,O
1006,72,at,O
1007,72,chennai,O
1008,72,a,O
1009,72,couple,O
1010,72,of,O
1011,72,times,O
1012,72,when,O
1013,72,i,O
1014,72,have,O
1015,72,been,O
1016,72,in,O
1017,72,the,O
1018,72,neighborhood,O
1019,73,it,O
1020,73,is,O
1021,73,terrific,O
1022,73,as,O
1023,73,is,O
1024,73,the,O
1025,73,value,O
1026,74,6,O
1027,74,and,O
1028,74,there,O
1029,74,is,O
1030,74,much,O
1031,74,tasty,O
1032,74,food,B
1033,74,all,O
1034,74,of,O
1035,74,it,O
1036,74,fresh,O
1037,74,and,O
1038,74,continually,O
1039,74,refilled,O
1040,75,i,B
1041,75,am,O
1042,75,not,O
1043,75,a,O
1044,75,vegetarian,O
1045,75,but,O
1046,75,almost,O
1047,75,all,O
1048,75,the,O
1049,75,dishes,B
1050,75,were,O
1051,75,great,O
1052,76,frankly,O
1053,76,when,O
1054,76,you,O
1055,76,compare,O
1056,76,what,O
1057,76,you,O
1058,76,can,O
1059,76,have,O
1060,76,here,O
1061,76,for,O
1062,76,lunch,O
1063,76,versus,O
1064,76,mcds,O
1065,76,or,O
1066,76,so,O
1067,76,many,O
1068,76,other,O
1069,76,sandwich,O
1070,76,shops,O
1071,76,in,O
1072,76,the,O
1073,76,city,O
1074,76,there,O
1075,76,is,O
1076,76,no,O
1077,76,comparison,O
1078,77,go,O
1079,77,hungry,O
1080,77,and,O
1081,77,enjoy,O
1082,78,the,O
1083,78,food,I
1084,78,here,O
1085,78,is,O
1086,78,rather,O
1087,78,good,O
1088,78,but,O
1089,78,only,O
1090,78,if,O
1091,78,you,O
1092,78,like,O
1093,78,to,O
1094,78,wait,O
1095,78,for,O
1096,78,it,O
1097,79,i,B
1098,79,like,O
1099,79,the,O
1100,79,somosas,B
1101,79,chai,B
1102,79,and,O
1103,79,the,O
1104,79,chole,B
1105,79,but,O
1106,79,the,O
1107,79,dhosas,B
1108,79,and,O
1109,79,dhal,B
1110,79,were,O
1111,79,kinda,O
1112,79,dissapointing,O
1113,80,the,O
1114,80,service,I
1115,80,varys,O
1116,80,from,O
1117,80,day,O
1118,80,to,O
1119,80,day,O
1120,80,sometimes,O
1121,80,theyre,O
1122,80,very,O
1123,80,nice,O
1124,80,and,O
1125,80,sometimes,O
1126,80,not,O
1127,81,the,O
1128,81,kitchen,I
1129,81,however,O
1130,81,is,O
1131,81,almost,O
1132,81,always,O
1133,81,slow,O
1134,82,also,O
1135,82,specify,O
1136,82,if,O
1137,82,you,O
1138,82,like,O
1139,82,your,O
1140,82,food,B
1141,82,spicy,O
1142,82,its,O
1143,82,rather,O
1144,82,bland,O
1145,82,if,O
1146,82,you,O
1147,82,dont,O
1148,83,the,O
1149,83,ambience,I
1150,83,is,O
1151,83,pretty,O
1152,83,and,O
1153,83,nice,O
1154,83,for,O
1155,83,conversation,O
1156,83,so,O
1157,83,a,B
1158,83,casual,O
1159,83,lunch,O
1160,83,here,O
1161,83,would,O
1162,83,probably,O
1163,83,be,O
1164,83,best,O
1165,84,just,O
1166,84,went,O
1167,84,here,O
1168,84,for,O
1169,84,my,O
1170,84,girlfriends,O
1171,84,23rd,O
1172,84,bday,O
1173,85,if,O
1174,85,youve,O
1175,85,ever,O
1176,85,been,O
1177,85,along,O
1178,85,the,O
1179,85,river,O
1180,85,in,O
1181,85,weehawken,O
1182,85,you,O
1183,85,have,O
1184,85,an,O
1185,85,idea,O
1186,85,of,O
1187,85,the,O
1188,85,top,O
1189,85,of,O
1190,85,view,B
1191,85,the,O
1192,85,chart,O
1193,85,house,O
1194,85,has,O
1195,85,to,O
1196,85,offer,O
1197,86,add,O
1198,86,to,O
1199,86,that,O
1200,86,great,O
1201,86,service,B
1202,86,and,O
1203,86,great,O
1204,86,food,B
1205,86,at,O
1206,86,a,O
1207,86,reasonable,O
1208,86,price,O
1209,86,and,O
1210,86,you,O
1211,86,have,O
1212,86,yourself,O
1213,86,the,O
1214,86,beginning,O
1215,86,of,O
1216,86,a,O
1217,86,great,O
1218,86,evening,O
1219,87,the,O
1220,87,lava,I
1221,87,cake,I
1222,87,dessert,I
1223,87,was,O
1224,87,incredible,O
1225,87,and,O
1226,87,i,O
1227,87,recommend,O
1228,87,it,O
1229,88,once,O
1230,88,you,O
1231,88,step,O
1232,88,into,O
1233,88,cosette,B
1234,88,youre,O
1235,88,miraculously,O
1236,88,in,O
1237,88,a,O
1238,88,small,O
1239,88,offthebeaten,O
1240,88,path,O
1241,88,parisian,O
1242,88,bistro,O
1243,89,this,O
1244,89,tiny,O
1245,89,restaurant,B
1246,89,is,O
1247,89,as,O
1248,89,cozy,O
1249,89,as,O
1250,89,it,O
1251,89,gets,O
1252,89,with,O
1253,89,that,O
1254,89,certain,O
1255,89,parisian,O
1256,89,flair,O
1257,90,the,O
1258,90,food,I
1259,90,was,O
1260,90,average,O
1261,90,to,O
1262,90,aboveaverage,O
1263,90,the,O
1264,90,french,B
1265,90,onion,I
1266,90,soup,I
1267,90,filling,O
1268,90,yet,O
1269,90,not,O
1270,90,overly,O
1271,90,impressive,O
1272,90,and,O
1273,90,the,O
1274,90,desserts,B
1275,90,not,O
1276,90,brilliant,O
1277,90,in,O
1278,90,any,O
1279,90,way,O
1280,91,however,O
1281,91,go,O
1282,91,for,O
1283,91,the,O
1284,91,ambience,B
1285,91,and,O
1286,91,consider,O
1287,91,the,O
1288,91,food,B
1289,91,just,O
1290,91,a,B
1291,91,companion,O
1292,91,for,O
1293,91,a,O
1294,91,trip,O
1295,91,across,O
1296,91,the,O
1297,91,world,O
1298,92,i,O
1299,92,have,O
1300,92,never,O
1301,92,eaten,O
1302,92,in,O
1303,92,the,O
1304,92,restaurant,O
1305,92,however,O
1306,92,upon,O
1307,92,reading,O
1308,92,the,O
1309,92,reviews,O
1310,92,i,O
1311,92,got,O
1312,92,take,O
1313,92,out,O
1314,92,last,O
1315,92,week,O
1316,93,it,O
1317,93,was,O
1318,93,horrible,O
1319,94,the,O
1320,94,pizza,I
1321,94,was,O
1322,94,delivered,O
1323,94,cold,O
1324,94,and,O
1325,94,the,O
1326,94,cheese,B
1327,94,wasnt,O
1328,94,even,O
1329,94,fully,O
1330,94,melted,O
1331,95,it,O
1332,95,looked,O
1333,95,like,O
1334,95,shredded,O
1335,95,cheese,O
1336,95,partly,O
1337,95,done,O
1338,95,still,O
1339,95,in,O
1340,95,strips,O
1341,96,i,O
1342,96,have,O
1343,96,eaten,O
1344,96,at,O
1345,96,many,O
1346,96,pizza,O
1347,96,places,O
1348,96,around,O
1349,96,nyc,O
1350,96,and,O
1351,96,this,O
1352,96,is,O
1353,96,hands,O
1354,96,down,O
1355,96,the,O
1356,96,worst,O
1357,97,this,O
1358,97,has,O
1359,97,got,O
1360,97,to,O
1361,97,be,O
1362,97,one,O
1363,97,of,O
1364,97,the,O
1365,97,most,O
1366,97,overrated,O
1367,97,restaurants,O
1368,97,in,O
1369,97,brooklyn,O
1370,98,the,O
1371,98,pizza,I
1372,98,is,O
1373,98,overpriced,O
1374,98,and,O
1375,98,soggy,O
1376,99,yes,O
1377,99,they,O
1378,99,use,O
1379,99,fancy,O
1380,99,ingredients,B
1381,99,but,O
1382,99,even,O
1383,99,fancy,O
1384,99,ingredients,O
1385,99,dont,O
1386,99,make,O
1387,99,for,O
1388,99,good,O
1389,99,pizza,B
1390,99,unless,O
1391,99,someone,O
1392,99,knows,O
1393,99,how,O
1394,99,to,O
1395,99,get,O
1396,99,the,O
1397,99,crust,B
1398,99,right,O
1399,100,a,O
1400,100,big,O
1401,100,disappointment,O
1402,100,all,O
1403,100,around,O
1404,101,i,O
1405,101,think,O
1406,101,ive,O
1407,101,had,O
1408,101,some,O
1409,101,the,O
1410,101,best,O
1411,101,meals,B
1412,101,of,O
1413,101,my,O
1414,101,life,O
1415,101,at,O
1416,101,minnow,O
1417,102,the,O
1418,102,seafood,I
1419,102,is,B
1420,102,amazing,O
1421,102,theres,O
1422,102,a,B
1423,102,good,O
1424,102,wine,B
1425,102,list,I
1426,102,and,O
1427,102,the,O
1428,102,everchanging,O
1429,102,menu,B
1430,102,always,O
1431,102,offers,O
1432,102,some,O
1433,102,great,O
1434,102,surprises,O
1435,103,the,O
1436,103,combination,O
1437,103,of,O
1438,103,superfresh,O
1439,103,ingredients,B
1440,103,in,I
1441,103,the,O
1442,103,dishes,O
1443,103,are,O
1444,103,unusual,O
1445,103,but,O
1446,103,really,O
1447,103,delicious,O
1448,104,worth,O
1449,104,the,O
1450,104,trip,O
1451,104,from,O
1452,104,manhattan,O
1453,105,was,O
1454,105,there,O
1455,105,friday,O
1456,105,night,O
1457,106,best,O
1458,106,pastrami,I
1459,106,i,B
1460,106,ever,O
1461,106,had,O
1462,106,and,O
1463,106,great,O
1464,106,portion,B
1465,106,without,O
1466,106,being,O
1467,106,ridiculous,O
1468,107,and,O
1469,107,ive,O
1470,107,been,O
1471,107,to,O
1472,107,many,O
1473,107,nyc,O
1474,107,delis,O
1475,108,my,O
1476,108,wife,O
1477,108,had,O
1478,108,the,O
1479,108,fried,B
1480,108,shrimp,I
1481,108,which,O
1482,108,are,O
1483,108,huge,O
1484,108,and,O
1485,108,loved,O
1486,108,it,O
1487,109,price,O
1488,109,no,O
1489,109,more,O
1490,109,than,O
1491,109,a,O
1492,109,jersey,O
1493,109,deli,O
1494,109,but,O
1495,109,way,O
1496,109,better,O
1497,110,as,O
1498,110,a,I
1499,110,japanese,O
1500,110,native,O
1501,110,ive,O
1502,110,lived,O
1503,110,in,O
1504,110,the,O
1505,110,tristate,O
1506,110,area,O
1507,110,for,O
1508,110,over,O
1509,110,8,O
1510,110,years,O
1511,110,but,O
1512,110,i,O
1513,110,was,O
1514,110,just,O
1515,110,so,O
1516,110,amazed,O
1517,110,at,O
1518,110,this,O
1519,110,place,B
1520,111,this,O
1521,111,place,I
1522,111,is,O
1523,111,the,O
1524,111,most,O
1525,111,japanese,O
1526,111,it,O
1527,111,can,O
1528,111,ever,O
1529,111,get,O
1530,112,the,O
1531,112,signs,I
1532,112,the,O
1533,112,specials,B
1534,112,menus,I
1535,112,food,B
1536,112,and,O
1537,112,even,O
1538,112,all,O
1539,112,the,O
1540,112,waitstaff,B
1541,112,are,O
1542,112,all,O
1543,112,totally,O
1544,112,japanese,O
1545,113,this,O
1546,113,place,I
1547,113,is,O
1548,113,worth,O
1549,113,an,O
1550,113,onehour,O
1551,113,drive,O
1552,114,i,O
1553,114,am,O
1554,114,so,O
1555,114,coming,O
1556,114,back,O
1557,114,here,O
1558,114,again,O
1559,114,as,O
1560,114,much,O
1561,114,as,O
